Full Class Sched- ALL COLLEGES,   ,,,,,,,,,,,
Subject,Catalog,Section,Descr,Component,Name,Tot Enrl,Facil ID,Start Date,End Date,Mtg Pat,Mtg Start,Mtg End
PHYS, 423,01,QUANTUM MECHANICS,LEC,"De Leone,Charles J",10,ACD 209,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
PHYS, 440,01,BIOLOGICAL PHYSICS,LEC,"Dominguez,Gerardo",18,SCI2 243,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
PHYS, 498B,01,SENIOR LIBR THESIS,SUP,"Dominguez,Gerardo",1,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499A,01,SENIOR LAB THESIS,SUP,"Perron,Justin",1,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499B,01,SENIOR LAB THESIS,SUP,"Perron,Justin",4,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499B,02,SENIOR LAB THESIS,SUP,"Dominguez,Gerardo",4,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499B,03,SENIOR LAB THESIS,SUP,"De Leone,Charles J",1,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499B,04,SENIOR LAB THESIS,SUP,"Burin,Michael J",1,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499B,05,SENIOR LAB THESIS,SUP,"Tsui,Stephen A",1,INDEPSTUDY,1/23/17,5/12/17,,,
PHYS, 499C,01,SENIOR LAB THESIS,SUP,"Tsui,Stephen A",1,INDEPSTUDY,1/23/17,5/12/17,,,
PSCI, 100,01,US GOVERNMENT & POLITICS,LEC,"Nichols,Stephen M",119,ARTS 240,1/23/17,5/12/17,MWF,9:30:00 AM,10:20:00 AM
PSCI, 100,02,US GOVERNMENT & POLITICS,LEC,"Breckon,Jerry D",121,ACD 102,1/23/17,5/12/17,MWF,12:30:00 PM,1:20:00 PM
PSCI, 100,03,US GOVERNMENT & POLITICS,LEC,"Smith,James T",44,SBSB 1105,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
PSCI, 100,04,US GOVERNMENT & POLITICS,LEC,"Breckon,Jerry D",45,SBSB 1105,1/23/17,5/12/17,MWF,7:30:00 AM,8:20:00 AM
PSCI, 100,05,US GOVERNMENT & POLITICS,LEC,"Breckon,Jerry D",46,SBSB 1105,1/23/17,5/12/17,TR,7:30:00 AM,8:45:00 AM
PSCI, 100,06,US GOVERNMENT & POLITICS,LEC,"Breckon,Jerry D",45,SBSB 1105,1/23/17,5/12/17,MWF,8:30:00 AM,9:20:00 AM
PSCI, 100,09,US GOVERNMENT & POLITICS,LEC,"Trudel,June M",45,SBSB 1109,1/23/17,5/12/17,MWF,11:30:00 AM,12:20:00 PM
PSCI, 100,10,US GOVERNMENT & POLITICS,LEC,"Smith,James T",42,MARK 308,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
PSCI, 100,11,US GOVERNMENT & POLITICS,LEC,"Trudel,June M",45,SBSB 1105,1/23/17,5/12/17,MWF,1:30:00 PM,2:20:00 PM
PSCI, 100,14,US GOVERNMENT & POLITICS,LEC,"Masroori,Cyrus",46,ONLINE,1/23/17,5/12/17,,,
PSCI, 301,01,PRACTICE OF POLITICAL RESEARCH,LEC,"Li,Ruoxi",21,MARK 309,1/23/17,5/12/17,MWF,12:30:00 PM,1:20:00 PM
PSCI, 301,02,PRACTICE OF POLITICAL RESEARCH,LEC,"Li,Ruoxi",19,MARK 309,1/23/17,5/12/17,MWF,1:30:00 PM,2:20:00 PM
PSCI, 305,01,RACE ETHNIC POWER & POL,LEC,"Li,Ruoxi",37,SBSB 1105,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
PSCI, 331,01,WORLD POLITICAL SYSTEMS,LEC,"Greenwood,Scott",36,SBSB 1105,1/23/17,5/12/17,MWF,12:30:00 PM,1:20:00 PM
PSCI, 331,02,WORLD POLITICAL SYSTEMS,LEC,"Nienass,Benjamin",41,SBSB 1105,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
PSCI, 350,01,GLOBAL GOVERNANCE,LEC,"Bolton,M Kent",36,SBSB 1105,1/23/17,5/12/17,MWF,9:30:00 AM,10:20:00 AM
PSCI, 350,02,GLOBAL GOVERNANCE,LEC,"Bolton,M Kent",39,SBSB 1105,1/23/17,5/12/17,MWF,10:30:00 AM,11:20:00 AM
PSCI, 358,01,AMERICA IN VIETNAM,LEC,"Bolton,M Kent",40,SBSB 1109,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
PSCI, 370,01,FOUND OF POLITICAL THOUGHT,LEC,"Masroori,Cyrus",35,SBSB 1105,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
PSCI, 390-19,01,ST:POLITICS /CONFLICT IN SYRIA,LEC,"Greenwood,Scott",27,SBSB 1105,1/23/17,5/12/17,MWF,11:30:00 AM,12:20:00 PM
PSCI, 390-2,01,ST: WOMEN IN U.S. POLITICS,LEC,"Lutjens,Sheryl L",23,SBSB 1105,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
PSCI, 390-21,01,ST: POLITICAL VIOLENCE,LEC,"Malik,Aditi",32,SBSB 1105,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
PSCI, 392,01,RELIGION AND POLITICS,LEC,"Masroori,Cyrus",34,SBSB 1105,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
PSCI, 413A,01,CONSTIT. LAW: CIVIL LIBERTIES,LEC,"Hoover,Stephan A",35,SBSB 1105,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
PSCI, 443,01,THE POLITICS OF MEMORY,LEC,"Nienass,Benjamin",33,UNIV 441,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
PSCI, 450,01,THEORIES OF INTL REL,LEC,"Matthews,Elizabeth G",38,SBSB 1111,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
PSCI, 465,01,GENOCIDE AND CRIMES,LEC,"Matthews,Elizabeth G",38,SBSB 1105,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
PSCI, 494,01,SENIOR SEM IN POLI SCI,LEC,"Nienass,Benjamin",17,SBSB 4119,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
PSCI, 494,02,SENIOR SEM IN POLI SCI,LEC,"Bozonelos,Dino N",17,ACD 315,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
PSCI, 495C,01,INTERNSHIP,SUP,"Metoyer-Standley,Cynthia A",6,,1/23/17,5/12/17,,,
PSCI, 498C,01,INDEP STUDY,SUP,"Metoyer-Standley,Cynthia A",1,,1/23/17,5/12/17,,,
PSYC, 100,10,INTRO TO PSYCHOLOGY,LEC,"Vanderbilt,Kimberly E",240,ARTS 240,1/23/17,5/12/17,MW,1:30:00 PM,2:20:00 PM
PSYC, 100,11A,INTRO TO PSYCHOLOGY,LE2,"Ridenour,Cliff L",34,SBSB 2107,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,12A,INTRO TO PSYCHOLOGY,LE2,"Shaw,Kathryn J",34,UNIV 257,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,13A,INTRO TO PSYCHOLOGY,LE2,"Vanderbilt,Kimberly E",34,ACD 205,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,14A,INTRO TO PSYCHOLOGY,LE2,"Vanderbilt,Kimberly E",35,UNIV 441,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,15A,INTRO TO PSYCHOLOGY,LE2,"Vanderbilt,Kimberly E",34,UNIV 101,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,16A,INTRO TO PSYCHOLOGY,LE2,"Blankenship,Jayd D",34,UNIV 443,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,17A,INTRO TO PSYCHOLOGY,LE2,"Cuellar,Ruby J",35,UNIV 237,1/23/17,5/12/17,F,1:30:00 PM,2:20:00 PM
PSYC, 100,20,INTRO TO PSYCHOLOGY,LEC,"Merryweather,Emily S",46,SBSB 2109,1/23/17,5/12/17,TR,7:30:00 AM,8:45:00 AM
PSYC, 100,21A,INTRO TO PSYCHOLOGY,LE2,"Merryweather,Emily S",46,ARR,1/23/17,5/12/17,,,
PSYC, 100,30,INTRO TO PSYCHOLOGY,LEC,"Herrmann,Heather A.",53,ACD 205,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
PSYC, 100,31A,INTRO TO PSYCHOLOGY,LE2,"Herrmann,Heather A.",53,ARR,1/23/17,5/12/17,,,
PSYC, 100,40,INTRO TO PSYCHOLOGY,LEC,"Willis,Jarryd T",45,ACD 205,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
PSYC, 100,41A,INTRO TO PSYCHOLOGY,LE2,"Willis,Jarryd T",45,ARR,1/23/17,5/12/17,,,
PSYC, 100,50,INTRO TO PSYCHOLOGY,LEC,"Wombolt,Jessica R",39,SBSB 3127,1/23/17,5/12/17,TR,7:00:00 PM,8:15:00 PM
PSYC, 100,51A,INTRO TO PSYCHOLOGY,LE2,"Wombolt,Jessica R",39,ARR,1/23/17,5/12/17,,,
PSYC, 100,92,INTRO TO PSYCHOLOGY,LEC,"Yerushalmian,Sara",216,ARTS 240,1/23/17,5/12/17,F,10:30:00 AM,1:20:00 PM
PSYC, 100,93A,INTRO TO PSYCHOLOGY,LE2,"Yerushalmian,Sara",216,ARR,1/23/17,5/12/17,,,
PSYC, 210,01,CHILD GROWTH AND DEVELOPMENT,LEC,"Phillips,Judith R",179,ARTS 240,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
PSYC, 215,01,"CHILD, FAMILY, COMMUNITY",LEC,"Mcpherson,Barbara J",40,SBSB 2109,1/23/17,5/12/17,F,8:30:00 AM,11:20:00 AM
PSYC, 220,10,INTRO STATS IN PSYCH,LEC,"Johnson-Kozlow,Marilyn F",38,SBSB 1101,1/23/17,5/12/17,M,11:30:00 AM,1:20:00 PM
PSYC, 220,11A,INTRO STATS IN PSYCH,ACT,"Johnson-Kozlow,Marilyn F",38,SBSB 1101,1/23/17,5/12/17,W,11:30:00 AM,1:20:00 PM
PSYC, 220,20,INTRO STATS IN PSYCH,LEC,"Johnson-Kozlow,Marilyn F",39,SBSB 1101,1/23/17,5/12/17,MW,1:30:00 PM,2:20:00 PM
PSYC, 220,21A,INTRO STATS IN PSYCH,ACT,"Johnson-Kozlow,Marilyn F",39,SBSB 1101,1/23/17,5/12/17,MW,2:30:00 PM,3:20:00 PM
PSYC, 220,30,INTRO STATS IN PSYCH,LEC,"Mcpherson,Barbara J",39,SBSB 2107,1/23/17,5/12/17,T,8:00:00 AM,9:50:00 AM
PSYC, 220,31A,INTRO STATS IN PSYCH,ACT,"Mcpherson,Barbara J",39,SBSB 2107,1/23/17,5/12/17,R,8:00:00 AM,9:50:00 AM
PSYC, 220,40,INTRO STATS IN PSYCH,LEC,"Vogel Trautt,Michelle T",33,SBSB 1101,1/23/17,5/12/17,M,7:30:00 AM,9:20:00 AM
PSYC, 220,41A,INTRO STATS IN PSYCH,ACT,"Vogel Trautt,Michelle T",33,SBSB 1101,1/23/17,5/12/17,W,7:30:00 AM,9:20:00 AM
PSYC, 220,50,INTRO STATS IN PSYCH,LEC,"Mcpherson,Barbara J",37,SBSB 2107,1/23/17,5/12/17,M,12:30:00 PM,2:20:00 PM
PSYC, 220,51A,INTRO STATS IN PSYCH,ACT,"Mcpherson,Barbara J",37,SBSB 2107,1/23/17,5/12/17,W,12:30:00 PM,2:20:00 PM
PSYC, 220,60,INTRO STATS IN PSYCH,LEC,"Perkins,David F",28,SBSB 2107,1/23/17,5/12/17,M,5:30:00 PM,7:20:00 PM
PSYC, 220,61A,INTRO STATS IN PSYCH,ACT,"Perkins,David F",28,SBSB 2107,1/23/17,5/12/17,M,7:30:00 PM,9:20:00 PM
PSYC, 220,70,INTRO STATS IN PSYCH,LEC,"Lowe,Naomi C",20,SBSB 2107,1/23/17,5/12/17,F,9:30:00 AM,11:20:00 AM
PSYC, 220,71A,INTRO STATS IN PSYCH,ACT,"Lowe,Naomi C",20,SBSB 2107,1/23/17,5/12/17,F,11:30:00 AM,1:20:00 PM
PSYC, 220,80,INTRO STATS IN PSYCH,LEC,"Perkins,David F",38,SBSB 2107,1/23/17,5/12/17,T,4:00:00 PM,5:50:00 PM
PSYC, 220,81A,INTRO STATS IN PSYCH,ACT,"Perkins,David F",38,SBSB 2107,1/23/17,5/12/17,R,4:00:00 PM,5:50:00 PM
PSYC, 230,10,RESEARCH METHODS IN PSYC,LEC,"Trofimoff,Vincent",27,SBSB 2107,1/23/17,5/12/17,M,2:30:00 PM,4:20:00 PM
PSYC, 230,11A,RESEARCH METHODS IN PSYC,LAB,"Trofimoff,Vincent",27,SBSB 2107,1/23/17,5/12/17,W,2:30:00 PM,5:20:00 PM
PSYC, 230,20,RESEARCH METHODS IN PSYC,LEC,"Trofimoff,Vincent",30,SBSB 2107,1/23/17,5/12/17,M,9:30:00 AM,11:20:00 AM
PSYC, 230,21A,RESEARCH METHODS IN PSYC,LAB,"Trofimoff,Vincent",30,SBSB 2107,1/23/17,5/12/17,W,9:30:00 AM,12:20:00 PM
PSYC, 230,30,RESEARCH METHODS IN PSYC,LEC,"Trofimoff,Vincent",29,SBSB 2107,1/23/17,5/12/17,T,1:00:00 PM,2:50:00 PM
PSYC, 230,31A,RESEARCH METHODS IN PSYC,LAB,"Trofimoff,Vincent",29,SBSB 2107,1/23/17,5/12/17,R,1:00:00 PM,3:50:00 PM
PSYC, 230,40,RESEARCH METHODS IN PSYC,LEC,"Mulholland,Michele M",30,SBSB 1101,1/23/17,5/12/17,T,1:00:00 PM,2:50:00 PM
PSYC, 230,41A,RESEARCH METHODS IN PSYC,LAB,"Mulholland,Michele M",30,SBSB 1101,1/23/17,5/12/17,R,12:00:00 PM,2:50:00 PM
PSYC, 230,60,RESEARCH METHODS IN PSYC,LEC,"Vazquez,Theresa C",36,SBSB 3125,1/23/17,5/12/17,W,12:30:00 PM,2:20:00 PM
PSYC, 230,61A,RESEARCH METHODS IN PSYC,LAB,"Vazquez,Theresa C",36,SBSB 3125,1/23/17,5/12/17,M,11:30:00 AM,2:20:00 PM
PSYC, 230,70,RESEARCH METHODS IN PSYC,LEC,"Mulholland,Michele M",32,SBSB 1101,1/23/17,5/12/17,F,10:30:00 AM,12:20:00 PM
PSYC, 230,71A,RESEARCH METHODS IN PSYC,LAB,"Mulholland,Michele M",32,SBSB 1101,1/23/17,5/12/17,F,12:30:00 PM,3:20:00 PM
PSYC, 230,80,RESEARCH METHODS IN PSYC,LEC,"Larsen,Anne-Marie",36,SBSB 2107,1/23/17,5/12/17,T,6:00:00 PM,7:50:00 PM
PSYC, 230,81A,RESEARCH METHODS IN PSYC,LAB,"Larsen,Anne-Marie",36,SBSB 2107,1/23/17,5/12/17,R,6:00:00 PM,8:50:00 PM
PSYC, 328,01,DEV PSYCHOPATHOLOGY,LEC,"Blumenthal,Emily J",42,SBSB 2109,1/23/17,5/12/17,TR,5:30:00 PM,6:45:00 PM
PSYC, 330,01,DEV PSYC: INFANT/CHILD,LEC,"Eso,Karen L",47,ACD 205,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
PSYC, 331,01,INFANT/CHILD: THEORY/RESEARCH,LEC,"Vanderbilt,Kimberly E",26,SBSB 2109,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
PSYC, 331,02,INFANT/CHILD: THEORY/RESEARCH,LEC,"Vanderbilt,Kimberly E",23,SBSB 2109,1/23/17,5/12/17,MW,5:30:00 PM,6:45:00 PM
PSYC, 331,03,INFANT/CHILD: THEORY/RESEARCH,LEC,"Fitzpatrick,Maureen J",39,SBSB 3127,1/23/17,5/12/17,T,4:00:00 PM,6:50:00 PM
PSYC, 332,01,SOCIAL PSYCHOLOGY,LEC,"Vogel Trautt,Michelle T",16,ACD 205,1/23/17,5/12/17,F,7:30:00 AM,10:20:00 AM
PSYC, 332,02,SOCIAL PSYCHOLOGY,LEC,"Sanders,Mara",34,SBSB 1101,1/23/17,5/12/17,W,4:00:00 PM,6:50:00 PM
PSYC, 332,04,SOCIAL PSYCHOLOGY,LEC,"Brady,Kristine L",33,SBSB 1101,1/23/17,5/12/17,M,4:00:00 PM,6:50:00 PM
PSYC, 332,05,SOCIAL PSYCHOLOGY,LEC,"Trofimoff,Vincent",44,ACD 205,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
PSYC, 334,01,PSYCH OF PERSONALITY,LEC,"Daul Wren,Brittany G R",45,SBSB 2109,1/23/17,5/12/17,M,11:30:00 AM,2:20:00 PM
PSYC, 334,02,PSYCH OF PERSONALITY,LEC,"Phillips,Judith R",46,SBSB 2109,1/23/17,5/12/17,TR,7:00:00 PM,8:15:00 PM
PSYC, 334,03,PSYCH OF PERSONALITY,LEC,"Miles,Alisa S",47,ACD 205,1/23/17,5/12/17,M,2:30:00 PM,5:20:00 PM
PSYC, 334,04,PSYCH OF PERSONALITY,LEC,"Miles,Alisa S",46,SBSB 2109,1/23/17,5/12/17,F,11:30:00 AM,2:20:00 PM
PSYC, 336,01,ABNORMAL PSYCHOLOGY,LEC,"Gonzalez,Gerardo M",48,SBSB 2109,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
PSYC, 336,02,ABNORMAL PSYCHOLOGY,LEC,"Gonzalez,Gerardo M",47,SBSB 2109,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
PSYC, 336,03,ABNORMAL PSYCHOLOGY,LEC,"Tsai,William",48,SBSB 2109,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
PSYC, 336,04,ABNORMAL PSYCHOLOGY,LEC,"Merryweather,Emily S",49,ACD 205,1/23/17,5/12/17,W,8:30:00 AM,11:20:00 AM
PSYC, 336,05,ABNORMAL PSYCHOLOGY,LEC,"Lowe,Naomi C",45,ACD 205,1/23/17,5/12/17,M,11:30:00 AM,2:20:00 PM
PSYC, 338,01,ENVIRONMENTAL PSYC,LEC,"Danoff Burg,James A",43,ACD 205,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
PSYC, 340,01,SURVEY OF CLIN PSYCH,LEC,"Montross,Lori P",40,ACD 205,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
PSYC, 341,01,MULTICUL PERSPEC IN PSYC,LEC,"Eso,Karen L",44,SBSB 3127,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
PSYC, 344,01,POSITIVE PSYCHOLOGY,LEC,"Merryweather,Emily S",45,MARK 202,1/23/17,5/12/17,M,12:30:00 PM,3:20:00 PM
PSYC, 348,01,DEV PSYC: ADOLESCENCE,LEC,"Phillips,Judith R",40,ACD 205,1/23/17,5/12/17,F,10:30:00 AM,1:20:00 PM
PSYC, 349,01,ADOLESCENCE: THEORIES/RESEARCH,LEC,"Tsai,Kim M",45,SBSB 2109,1/23/17,5/12/17,M,8:30:00 AM,11:20:00 AM
PSYC, 349,02,ADOLESCENCE: THEORIES/RESEARCH,LEC,"Tsai,Kim M",45,SBSB 2109,1/23/17,5/12/17,W,8:30:00 AM,11:20:00 AM
PSYC, 350,01,PSYCHOLOGY OF WOMEN,LEC,"Johnson-Kozlow,Marilyn F",41,ACD 205,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
PSYC, 352,01,HUMAN SEXUALITY,LEC,"Eso,Karen L",186,ARTS 240,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
PSYC, 353,01,PSYCHOLOGY IN WORKPLACE: I/O,LEC,"O'Brien,Megan K",44,MARK 202,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
PSYC, 354,01,EDUC PSYCH:PSYCH PERSP,LEC,"Eso,Karen L",41,SBSB 3127,1/23/17,5/12/17,R,4:00:00 PM,6:50:00 PM
PSYC, 360,01,BIOPSYCHOLOGY,LEC,"Caine,Nancy G",39,SBSB 3127,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
PSYC, 360,02,BIOPSYCHOLOGY,LEC,"Vazquez,Theresa C",46,SBSB 3127,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
PSYC, 360,03,BIOPSYCHOLOGY,LEC,"D'Anna,Kimberly L",51,ACD 205,1/23/17,5/12/17,W,11:30:00 AM,2:20:00 PM
PSYC, 360,04,BIOPSYCHOLOGY,LEC,"D'Anna,Kimberly L",46,ACD 205,1/23/17,5/12/17,W,2:30:00 PM,5:20:00 PM
PSYC, 362,01,COGNITIVE PROCESSES,LEC,"Miller,Rachel M",25,SBSB 1107,1/23/17,5/12/17,R,7:00:00 PM,9:50:00 PM
PSYC, 362,02,COGNITIVE PROCESSES,LEC,"Raiewski,Evan E",38,ACD 205,1/23/17,5/12/17,TR,7:30:00 AM,8:45:00 AM
PSYC, 362,04,COGNITIVE PROCESSES,LEC,"Raiewski,Evan E",46,SBSB 2111,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
PSYC, 391,10,LAB IN BEHAV NEUROSCIENCE,LEC,"Vazquez,Theresa C",24,SBSB 1206,1/23/17,5/12/17,T,9:00:00 AM,10:50:00 AM
PSYC, 391,11A,LAB IN BEHAV NEUROSCIENCE,LAB,"Vazquez,Theresa C",24,SBSB 1206,1/23/17,5/12/17,R,9:00:00 AM,11:50:00 AM
PSYC, 391,20,LAB IN BEHAV NEUROSCIENCE,LEC,"Kreisler,Alison D",17,SBSB 1206,1/23/17,5/12/17,F,9:30:00 AM,11:20:00 AM
PSYC, 391,21A,LAB IN BEHAV NEUROSCIENCE,LAB,"Kreisler,Alison D",17,SBSB 1206,1/23/17,5/12/17,F,12:30:00 PM,3:20:00 PM
PSYC, 392,10,SENSATION & PERCEPTION LAB,LEC,"Hernandez,Ruben V",27,SBSB 1206,1/23/17,5/12/17,M,9:30:00 AM,11:20:00 AM
PSYC, 392,11A,SENSATION & PERCEPTION LAB,LAB,"Hernandez,Ruben V",27,SBSB 1206,1/23/17,5/12/17,W,9:30:00 AM,12:20:00 PM
PSYC, 393,10,COG PSYCH LAB,LEC,"Calvillo,Dustin P",24,SBSB 3125,1/23/17,5/12/17,M,9:30:00 AM,11:20:00 AM
PSYC, 393,11A,COG PSYCH LAB,LAB,"Calvillo,Dustin P",24,SBSB 3125,1/23/17,5/12/17,W,9:30:00 AM,12:20:00 PM
PSYC, 393,20,COG PSYCH LAB,LEC,"Calvillo,Dustin P",23,SBSB 3125,1/23/17,5/12/17,M,2:30:00 PM,4:20:00 PM
PSYC, 393,21A,COG PSYCH LAB,LAB,"Calvillo,Dustin P",23,SBSB 3125,1/23/17,5/12/17,W,2:30:00 PM,5:20:00 PM
PSYC, 393,30,COG PSYCH LAB,LEC,"Raiewski,Evan E",29,SBSB 2101,1/23/17,5/12/17,T,10:00:00 AM,11:50:00 AM
PSYC, 393,31A,COG PSYCH LAB,LAB,"Raiewski,Evan E",29,SBSB 2101,1/23/17,5/12/17,R,9:00:00 AM,11:50:00 AM
PSYC, 394,10,LAB IN COMP ANIMAL BEHAV,LEC,"Caine,Nancy G",24,SBSB 1206,1/23/17,5/12/17,R,1:00:00 PM,2:50:00 PM
PSYC, 394,11A,LAB IN COMP ANIMAL BEHAV,LAB,"Caine,Nancy G",24,SBSB 1206,1/23/17,5/12/17,T,1:00:00 PM,3:50:00 PM
PSYC, 395,10,DEV PSYCH LAB,LEC,"Blumenthal,Emily J",25,SBSB 3125,1/23/17,5/12/17,T,1:00:00 PM,2:50:00 PM
PSYC, 395,11A,DEV PSYCH LAB,LAB,"Blumenthal,Emily J",25,SBSB 3125,1/23/17,5/12/17,R,1:00:00 PM,3:50:00 PM
PSYC, 395,20,DEV PSYCH LAB,LEC,"Vogel Trautt,Michelle T",27,SBSB 3125,1/23/17,5/12/17,T,4:00:00 PM,5:50:00 PM
PSYC, 395,21A,DEV PSYCH LAB,LAB,"Vogel Trautt,Michelle T",27,SBSB 3125,1/23/17,5/12/17,R,4:00:00 PM,6:50:00 PM
PSYC, 395,30,DEV PSYCH LAB,LEC,"Blumenthal,Emily J",27,SBSB 1101,1/23/17,5/12/17,R,8:00:00 AM,9:50:00 AM
PSYC, 395,31A,DEV PSYCH LAB,LAB,"Blumenthal,Emily J",27,SBSB 3125,1/23/17,5/12/17,R,10:00:00 AM,12:50:00 PM
PSYC, 396,10,SOC PSYCH LAB,LEC,"Mahler,Heike I M",26,SBSB 3125,1/23/17,5/12/17,TR,9:00:00 AM,9:50:00 AM
PSYC, 396,11A,SOC PSYCH LAB,LAB,"Mahler,Heike I M",26,SBSB 3125,1/23/17,5/12/17,T,10:00:00 AM,12:50:00 PM
PSYC, 402,01,PSYCH TESTING,LEC,"Tsai,William",41,SBSB 2107,1/23/17,5/12/17,TR,10:00:00 AM,11:50:00 AM
PSYC, 402,02,PSYCH TESTING,LEC,"Pulvers,Kimberley A",40,SBSB 3127,1/23/17,5/12/17,MW,8:30:00 AM,10:20:00 AM
PSYC, 402,03,PSYCH TESTING,LEC,"Diehr,Michael C",44,SBSB 1101,1/23/17,5/12/17,TR,3:00:00 PM,4:50:00 PM
PSYC, 440-2,01,ST:  PSYCHOLOGY AND LAW,LEC,"Obrien,Matthew E",46,SBSB 2109,1/23/17,5/12/17,MW,7:00:00 PM,8:15:00 PM
PSYC, 465,01,HUMAN NEUROPSYCHOLOGY,LEC,"Diehr,Michael C",34,KEL 1111,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
PSYC, 490,01,HISTORY OF PSYCHOLOGY,LEC,"Williams,Carrick C",42,SBSB 3127,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
PSYC, 490,02,HISTORY OF PSYCHOLOGY,LEC,"Williams,Carrick C",47,SBSB 2109,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
PSYC, 495,01,PSYCH FIELD EXPER,LEC,"Gonzalez,Gerardo M",12,SBSB 3127,1/23/17,5/12/17,T,1:00:00 PM,2:50:00 PM
PSYC, 498A,01,INDEPENDENT STUDY,SUP,"Schustack,Miriam W",1,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498B,01,INDEPENDENT STUDY,SUP,"Mahler,Heike I M",1,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498B,02,INDEPENDENT STUDY,SUP,"Schustack,Miriam W",6,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498B,03,INDEPENDENT STUDY,SUP,"Calvillo,Dustin P",1,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,01,INDEPENDENT STUDY,SUP,"Caine,Nancy G",2,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,02,INDEPENDENT STUDY,SUP,"Schustack,Miriam W",13,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,03,INDEPENDENT STUDY,SUP,"Mahler,Heike I M",2,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,04,INDEPENDENT STUDY,SUP,"D'Anna,Kimberly L",1,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,05,INDEPENDENT STUDY,SUP,"Trujillo,Keith A",2,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,06,INDEPENDENT STUDY,SUP,"Schultz,Paul Wesley",5,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498C,07,INDEPENDENT STUDY,SUP,"Schustack,Miriam W",4,INDEPSTUDY,1/23/17,5/12/17,,,
PSYC, 498D,01,INDEPENDENT STUDY,SUP,"Schustack,Miriam W",2,INDEPSTUDY,1/23/17,5/12/17,,,
